"counter__count","results__|","results__|__goal_probs_0","results__|__goal_probs_1","results__|__goal_probs_2","results__|__goal_probs_3","results__|__goal_probs_4","results__|__reward_score","results__|__time_spent","results__|__timestep","results__|__true_goal_probs","results__a"
"","","0.5","0.5","0","0","0","2.1","3.552","6","0.5",""
"","","0.5","0.5","0","0","0","2.6","3.784","7","0.5",""
"","","0.5","0.5","0","0","0","3.1","3.832","8","0.5",""
"","1607115054229_problem_2_3","0.2","0.2","0.2","0.2","0.2","0.2","5.232","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","3.912","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","14.56","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","12.408","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","5.104","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.2","5.24","6","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.4","7.104","7","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.5999999999999999","4.408","8","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.7999999999999998","4.888","9","0.2",""
"","","0.16666666666666666","0.3333333333333333","0.16666666666666666","0.16666666666666666","0.16666666666666666","2.1333333333333333","11.056","10","0.3333333333333333",""
"","1607115054229_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.25","0.25","0","0.25","0.25","0.45","0","2","0.25",""
"","","0.5","0.5","0","0","0","0.95","0","3","0.5",""
"","","0.5","0.5","0","0","0","1.45","0","4","0.5",""
"","","0.5","0.5","0","0","0","1.95","0","5","0.5",""
"","","0.5","0.5","0","0","0","2.45","0","6","0.5",""
"","","0.5","0.5","0","0","0","2.95","0","7","0.5",""
"","1607115069598_problem_1_2","0.2","0.2","0.2","0.2","0.2","0.2","12.705","1","0.2",""
"","","0.5","0.5","0","0","0","0.7","9.128","2","0.5",""
"","","1","0","0","0","0","0.7","12.024","3","0",""
"","","1","0","0","0","0","0.7","4.122","4","0",""
"","","1","0","0","0","0","0.7","7.996","5","0",""
"","","0.5","0.5","0","0","0","1.2","7.058","6","0.5",""
"","","0","1","0","0","0","2.2","6.18","7","1",""
"","1607115069598_problem_3_3","0.2","0.2","0.2","0.2","0.2","0.2","27.026","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","34.504","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","13.957","3","0.2",""
"","","0.25","0.25","0.25","0.25","0","0.6000000000000001","19.267","4","0",""
"","","0.5","0","0","0.5","0","0.6000000000000001","10.767","5","0",""
"","","0","0","0","0","1","1.6","14.391","6","1",""
"","","0","0","0","0","1","2.6","7.676","7","1",""
"","","0","0","0","0","1","3.6","6.544","8","1",""
"","","0","0","0","0","1","4.6","5.356","9","1",""
"","1607115069598_problem_4_4","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.5","0.5","0","0","0","0.7","0","2","0.5",""
"","","0.5","0.5","0","0","0","1.2","0","3","0.5",""
"","","0.5","0.5","0","0","0","1.7","0","4","0.5",""
"","","0.5","0.5","0","0","0","2.2","0","5","0.5",""
"","","0.5","0.5","0","0","0","2.7","0","6","0.5",""
"","","1","0","0","0","0","3.7","0","7","1",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","15.02","1","0.2",""
"","","0","0","0","0.5","0.5","0.7","18.579","2","0.5",""
"","","0","0","0","0","1","1.7","6.135","3","1",""
"","","0","0","0","0","1","2.7","5.358","4","1",""
"","1607115069598_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.5","0.5","0","0","0","0.7","0","2","0.5",""
"","","0.5","0.5","0","0","0","1.2","0","3","0.5",""
"","","0.5","0.5","0","0","0","1.7","0","4","0.5",""
"","","0.5","0.5","0","0","0","2.2","0","5","0.5",""
"","","0.5","0.5","0","0","0","2.7","0","6","0.5",""
"","","1","0","0","0","0","3.7","0","7","1",""
"","1607115070015_problem_0_3","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.3333333333333333","0.3333333333333333","0.06666666666666667","0.13333333333333333","0.13333333333333333","0.5333333333333333","0","2","0.3333333333333333",""
"","","0.3333333333333333","0.3333333333333333","0.06666666666666667","0.13333333333333333","0.13333333333333333","0.8666666666666667","0","3","0.3333333333333333",""
"","","0.3333333333333333","0.3333333333333333","0.06666666666666667","0.13333333333333333","0.13333333333333333","1.2","0","4","0.3333333333333333",""
"","","0.5","0.5","0","0","0","1.7","0","5","0.5",""
"","","0.5","0.5","0","0","0","2.2","0","6","0.5",""
"","","0.6666666666666666","0.3333333333333333","0","0","0","2.8666666666666667","0","7","0.6666666666666666",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","4.598","1","0.2",""
"","","0.1724137931034483","0.3103448275862069","0.1724137931034483","0.1724137931034483","0.1724137931034483","0.3724137931034483","9.86","2","0.1724137931034483",""
"","","0.1724137931034483","0.3103448275862069","0.1724137931034483","0.1724137931034483","0.1724137931034483","0.5448275862068965","8.174","3","0.1724137931034483",""
"","","0.15151515151515152","0.2727272727272727","0.2727272727272727","0.15151515151515152","0.15151515151515152","0.8175548589341692","12.219","4","0.2727272727272727",""
"","","0.14705882352941177","0.2647058823529412","0.29411764705882354","0.14705882352941177","0.14705882352941177","1.1116725059929928","7.322","5","0.29411764705882354",""
"","1607115070015_problem_2_2","0.2","0.2","0.2","0.2","0.2","0.2","3.102","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","5.385","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","6.584","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","5.048","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","4.656","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.2","4.07","6","0.2",""
"","","0.1724137931034483","0.1724137931034483","0.3103448275862069","0.1724137931034483","0.1724137931034483","1.3724137931034481","11.704","7","0.1724137931034483",""
"","","0.13513513513513514","0.13513513513513514","0.24324324324324326","0.24324324324324326","0.24324324324324326","1.6156570363466913","11.198","8","0.24324324324324326",""
"","","0","0","0","0.5","0.5","2.1156570363466916","7.532","9","0.5",""
"","","0","0","0","0.5","0.5","2.6156570363466916","5.387","10","0.5",""
"","1607115070015_problem_4_1","0.2","0.2","0.2","0.2","0.2","0.2","7.89","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","9.584","2","0.2",""
"","","0.15151515151515152","0.15151515151515152","0.15151515151515152","0.2727272727272727","0.2727272727272727","0.6727272727272727","11.744","3","0.2727272727272727",""
"","","0","0","0","0.5","0.5","1.1727272727272728","10.458","4","0.5",""
"","","0","0","0","0.5","0.5","1.6727272727272728","5.766","5","0.5",""
"","1607115070015_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.3333333333333333","0.3333333333333333","0.06666666666666667","0.13333333333333333","0.13333333333333333","0.5333333333333333","0","2","0.3333333333333333",""
"","","0.3333333333333333","0.3333333333333333","0.06666666666666667","0.13333333333333333","0.13333333333333333","0.8666666666666667","0","3","0.3333333333333333",""
"","","0.3333333333333333","0.3333333333333333","0.06666666666666667","0.13333333333333333","0.13333333333333333","1.2","0","4","0.3333333333333333",""
"","","0.5","0.5","0","0","0","1.7","0","5","0.5",""
"","","0.5","0.5","0","0","0","2.2","0","6","0.5",""
"","","0.6666666666666666","0.3333333333333333","0","0","0","2.8666666666666667","0","7","0.6666666666666666",""
"","1607115097420_problem_1_4","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","0","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","0","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","0","4","0.2",""
"","","1","0","0","0","0","1.8","0","5","1",""
"","","1","0","0","0","0","2.8","0","6","1",""
"","","1","0","0","0","0","3.8","0","7","1",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","7.165","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","5.343","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","4.23","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","4.804","4","0.2",""
"","","0","0","1","0","0","1.8","11.205","5","1",""
"","","0","0","1","0","0","2.8","4.005","6","1",""
"","1607115097420_problem_3_2","0.2","0.2","0.2","0.2","0.2","0.2","4.264","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","11.925","2","0.2",""
"","","0.09090909090909091","0.09090909090909091","0","0.8181818181818182","0","0.49090909090909096","15.334","3","0.09090909090909091",""
"","","0.09090909090909091","0.09090909090909091","0","0.8181818181818182","0","0.5818181818181819","5.603","4","0.09090909090909091",""
"","","0.09090909090909091","0.09090909090909091","0","0.8181818181818182","0","0.6727272727272728","9.585","5","0.09090909090909091",""
"","","0.09090909090909091","0.09090909090909091","0","0.8181818181818182","0","0.7636363636363638","8.1","6","0.09090909090909091",""
"","","0.09090909090909091","0.09090909090909091","0","0.8181818181818182","0","0.8545454545454547","8.787","7","0.09090909090909091",""
"","","1","0","0","0","0","1.8545454545454547","9.112","8","1",""
"","","1","0","0","0","0","2.8545454545454545","3.679","9","1",""
"","","1","0","0","0","0","3.8545454545454545","3.78","10","1",""
"","1607115097420_problem_4_2","0.2","0.2","0.2","0.2","0.2","0.2","3.825","1","0.2",""
"","","1","0","0","0","0","0.2","10.272","2","0",""
"","","1","0","0","0","0","0.2","4.05","3","0",""
"","","0","0","1","0","0","1.2","12.431","4","1",""
"","1607115097420_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","0","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","0","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","0","4","0.2",""
"","","1","0","0","0","0","1.8","0","5","1",""
"","","1","0","0","0","0","2.8","0","6","1",""
"","","1","0","0","0","0","3.8","0","7","1",""
"","1607115116358_problem_0_2","0.2","0.2","0.2","0.2","0.2","0.2","48.161","1","0.2",""
"","","0.1724137931034483","0.3103448275862069","0.1724137931034483","0.1724137931034483","0.1724137931034483","0.3724137931034483","9.617","2","0.1724137931034483",""
"","","0.06896551724137931","0.3103448275862069","0.2413793103448276","0.3103448275862069","0.06896551724137931","0.6827586206896552","18.487","3","0.3103448275862069",""
"","","0.06666666666666667","0.3","0.23333333333333334","0.3333333333333333","0.06666666666666667","1.0160919540229885","8.952","4","0.3333333333333333",""
"","1607115116358_problem_2_4","0","0.3333333333333333","0.23809523809523808","0.42857142857142855","0","0","0","1","0",""
"","","0","0.07692307692307693","0.15384615384615385","0.7692307692307693","0","0","0","2","0",""
"","","0","0.07692307692307693","0.15384615384615385","0.7692307692307693","0","0","0","3","0",""
"","","0","0.07692307692307693","0.15384615384615385","0.7692307692307693","0","0","0","4","0",""
"","","0","0.07692307692307693","0.15384615384615385","0.7692307692307693","0","0","0","5","0",""
"","","0","0.07692307692307693","0.15384615384615385","0.7692307692307693","0","0","0","6","0",""
"","","0","0.07692307692307693","0.15384615384615385","0.7692307692307693","0","0","0","7","0",""
"","","0.17857142857142858","0.17857142857142858","0.17857142857142858","0.17857142857142858","0.2857142857142857","0.2857142857142857","17.697","1","0.2857142857142857",""
"","","0.19230769230769232","0.11538461538461539","0.19230769230769232","0.19230769230769232","0.3076923076923077","0.5934065934065934","19.143","2","0.3076923076923077",""
"","","0.18518518518518517","0.1111111111111111","0.2962962962962963","0.18518518518518517","0.2222222222222222","0.8156288156288156","24.08","3","0.2222222222222222",""
"","","0.19230769230769232","0.11538461538461539","0.15384615384615385","0.19230769230769232","0.34615384615384615","1.1617826617826617","32.488","4","0.34615384615384615",""
"","","0.18518518518518517","0.1111111111111111","0.14814814814814814","0.18518518518518517","0.37037037037037035","1.532153032153032","27.072","5","0.37037037037037035",""
"","","0.18518518518518517","0.1111111111111111","0.14814814814814814","0.18518518518518517","0.37037037037037035","1.9025234025234021","5.791","6","0.37037037037037035",""
"","","0.18518518518518517","0.1111111111111111","0.14814814814814814","0.18518518518518517","0.37037037037037035","2.2728937728937724","6.464","7","0.37037037037037035",""
"","","0.18518518518518517","0.1111111111111111","0.14814814814814814","0.18518518518518517","0.37037037037037035","2.6432641432641426","5.696","8","0.37037037037037035",""
"","1607115116358_problem_3_4","0.2222222222222222","0.18518518518518517","0.25925925925925924","0.14814814814814814","0.18518518518518517","0.14814814814814814","18.592","1","0.14814814814814814",""
"","","0.2222222222222222","0.18518518518518517","0.25925925925925924","0.14814814814814814","0.18518518518518517","0.2962962962962963","6.695","2","0.14814814814814814",""
"","","0.2222222222222222","0.18518518518518517","0.25925925925925924","0.14814814814814814","0.18518518518518517","0.4444444444444444","8.12","3","0.14814814814814814",""
"","","0.1935483870967742","0.2903225806451613","0.22580645161290322","0.12903225806451613","0.16129032258064516","0.5734767025089605","12.784","4","0.12903225806451613",""
"","","0.1935483870967742","0.2903225806451613","0.22580645161290322","0.12903225806451613","0.16129032258064516","0.7025089605734767","6.32","5","0.12903225806451613",""
"","","0.1935483870967742","0.2903225806451613","0.22580645161290322","0.12903225806451613","0.16129032258064516","0.8315412186379928","5.024","6","0.12903225806451613",""
"","","0.1875","0.125","0.21875","0.3125","0.15625","1.1440412186379927","8.959","7","0.3125",""
"","","0.1875","0.125","0.21875","0.3125","0.15625","1.4565412186379927","6.921","8","0.3125",""
"","","0.1875","0.125","0.21875","0.3125","0.15625","1.7690412186379927","3.736","9","0.3125",""
"","","0.1875","0.125","0.21875","0.3125","0.15625","2.0815412186379927","5.024","10","0.3125",""
"","1607115116358_tutorial","0","0.3333333333333333","0.23809523809523808","0.42857142857142855","0","0","0","1","0",""
"","","0","0.07692307692307693","0.15384615384615385","0.7692307692307693","0","0","0","2","0",""
"","","0","0.07692307692307693","0.15384615384615385","0.7692307692307693","0","0","0","3","0",""
"","","0","0.07692307692307693","0.15384615384615385","0.7692307692307693","0","0","0","4","0",""
"","","0","0.07692307692307693","0.15384615384615385","0.7692307692307693","0","0","0","5","0",""
"","","0","0.07692307692307693","0.15384615384615385","0.7692307692307693","0","0","0","6","0",""
"","","0","0.07692307692307693","0.15384615384615385","0.7692307692307693","0","0","0","7","0",""
"","1607115176545_problem_0_4","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.5625","0.4375","0","0","0","0.7625","0","2","0.5625",""
"","","0.5","0.375","0.125","0","0","1.2625","0","3","0.5",""
"","","0.6153846153846154","0.38461538461538464","0","0","0","1.8778846153846154","0","4","0.6153846153846154",""
"","","1","0","0","0","0","2.877884615384615","0","5","1",""
"","","1","0","0","0","0","3.877884615384615","0","6","1",""
"","","1","0","0","0","0","4.877884615384615","0","7","1",""
"","","0.17857142857142858","0.17857142857142858","0.2857142857142857","0.17857142857142858","0.17857142857142858","0.17857142857142858","9.994","1","0.17857142857142858",""
"","","0.4444444444444444","0.3888888888888889","0","0.05555555555555555","0.1111111111111111","0.5674603174603174","13.283","2","0.3888888888888889",""
"","","0.4444444444444444","0.3888888888888889","0","0.05555555555555555","0.1111111111111111","0.9563492063492063","10.747","3","0.3888888888888889",""
"","","0.5333333333333333","0.4666666666666667","0","0","0","1.4230158730158728","7.464","4","0.4666666666666667",""
"","","0.5263157894736842","0.47368421052631576","0","0","0","1.8967000835421886","7.868","5","0.47368421052631576",""
"","","0","1","0","0","0","2.8967000835421883","6.33","6","1",""
"","","0","1","0","0","0","3.8967000835421883","1.919","7","1",""
"","","0","1","0","0","0","4.896700083542188","1.357","8","1",""
"","1607115176545_problem_2_3","0.2","0.2","0.2","0.2","0.2","0.2","5.634","1","0.2",""
"","","0.17857142857142858","0.17857142857142858","0.17857142857142858","0.17857142857142858","0.2857142857142857","0.37857142857142856","11.04","2","0.17857142857142858",""
"","","0.17857142857142858","0.17857142857142858","0.17857142857142858","0.17857142857142858","0.2857142857142857","0.5571428571428572","12.892","3","0.17857142857142858",""
"","","0.1724137931034483","0.1724137931034483","0.1724137931034483","0.1724137931034483","0.3103448275862069","0.7295566502463054","13.734","4","0.1724137931034483",""
"","","0.1724137931034483","0.1724137931034483","0.1724137931034483","0.1724137931034483","0.3103448275862069","0.9019704433497537","5.13","5","0.1724137931034483",""
"","","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.3333333333333333","1.0686371100164205","7.35","6","0.16666666666666666",""
"","","0","0","0","0","1","1.0686371100164205","7.748","7","0",""
"","","0","1","0","0","0","2.0686371100164207","9.953","8","1",""
"","","0","1","0","0","0","3.0686371100164207","1.282","9","1",""
"","","0","1","0","0","0","4.068637110016421","1.411","10","1",""
"","1607115176545_problem_3_1","0.2","0.2","0.2","0.2","0.2","0.2","9.457","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","1.23","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","1.035","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","1.103","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","1.553","5","0.2",""
"","","0","1","0","0","0","2","10.928","6","1",""
"","1607115176545_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.5625","0.4375","0","0","0","0.7625","0","2","0.5625",""
"","","0.5","0.375","0.125","0","0","1.2625","0","3","0.5",""
"","","0.6153846153846154","0.38461538461538464","0","0","0","1.8778846153846154","0","4","0.6153846153846154",""
"","","1","0","0","0","0","2.877884615384615","0","5","1",""
"","","1","0","0","0","0","3.877884615384615","0","6","1",""
"","","1","0","0","0","0","4.877884615384615","0","7","1",""
